x,y
0.0,0.0
0.10101010101010101,1.31089946335536
0.20202020202020202,2.6084351347949104
0.30303030303030304,3.879379457819334
0.40404040404040403,5.110775957928287
0.5050505050505051,6.290071325693151
0.6060606060606061,7.405243389816554
0.7070707070707071,8.444923675574184
0.8080808080808081,9.398513299232986
0.9090909090909091,10.256291016975347
1.0101010101010102,11.009512326838784
1.1111111111111112,11.650498613389432
1.2121212121212122,12.172715426355701
1.3131313131313131,12.570839095220895
1.4141414141414141,12.84081100068109
1.5151515151515151,12.979878949705064
1.6161616161616161,12.986625232403638
1.7171717171717171,12.860981074686421
1.8181818181818181,12.604227339370208
1.9191919191919191,12.218981468591705
2.0202020202020203,11.709170800638422
2.121212121212121,11.079992533215778
2.2222222222222223,10.337860741299638
2.323232323232323,9.490340989693802
2.4242424242424243,8.54607320687608
2.525252525252525,7.514683606385452
2.6262626262626263,6.406686553656005
2.727272727272727,5.233377378703455
2.8282828282828283,4.006717227370999
2.929292929292929,2.7392111250035076
3.0303030303030303,1.4437804956136864
3.131313131313131,0.13363143612695105
3.2323232323232323,-1.1778799114343006
3.3333333333333335,-2.47738351738131
3.4343434343434343,-3.751631763365622
3.5353535353535355,-4.98763449347946
3.6363636363636362,-6.172791440689113
3.7373737373737375,-7.295020678597623
3.8383838383838382,-8.342881789052042
3.9393939393939394,-9.305692489979473
4.040404040404041,-10.173637534504628
4.141414141414141,-10.937868771191312
4.242424242424242,-11.590595345356823
4.343434343434343,-12.125163121913836
4.444444444444445,-12.536122520074116
4.545454545454545,-12.819284068382085
4.646464646464646,-12.971761113729764
4.747474747474747,-12.991999248961664
4.848484848484849,-12.879792159073803
4.94949494949495,-12.636283724464834
5.05050505050505,-12.263956359797994
5.151515151515151,-11.766605707351777
5.252525252525253,-11.149301942844673
5.353535353535354,-10.418338088196606
5.454545454545454,-9.581165858145873
5.555555555555555,-8.646319694724692
5.656565656565657,-7.623329764014056
5.757575757575758,-6.522624802120847
5.858585858585858,-5.355425800801216
5.959595959595959,-4.133631616538043
6.0606060606060606,-2.8696976692158236
6.161616161616162,-1.576508966983168
6.262626262626262,-0.26724875173438084
6.363636363636363,1.0447358957136625
6.4646464646464645,2.346070120678842
6.565656565656566,3.6234876428082443
6.666666666666667,4.8639659974258596
6.767676767676767,6.054859291333472
6.8686868686868685,7.184027119703276
6.96969696969697,8.239958329835774
7.070707070707071,9.211888370089836
7.171717171717171,10.089909027686547
7.2727272727272725,10.865069436679367
7.373737373737374,11.529467326378024
7.474747474747475,12.076329580006266
7.575757575757575,12.500081282348706
7.6767676767676765,12.796402552489706
7.777777777777778,12.962272582270373
7.878787878787879,12.996000431519452
7.979797979797979,12.897242266120196
8.080808080808081,12.667004863181965
8.181818181818182,12.307635347583606
8.282828282828282,11.822797264518012
8.383838383838384,11.217433231963186
8.484848484848484,10.497714553814314
8.585858585858587,9.670978307338977
8.686868686868687,8.745652546309442
8.787878787878787,7.731170382318467
8.88888888888889,6.637873820165678
8.98989898989899,5.4769083276518895
9.09090909090909,4.260109214575498
9.191919191919192,2.999880979225673
9.292929292929292,1.7090708523584595
9.393939393939394,0.40083782779483274
9.494949494949495,-0.911481485208408
9.595959595959595,-2.2145088202652543
9.696969696969697,-3.4949606368349926
9.797979797979798,-4.739783537526553
9.8989898989899,-5.936287339239059
10.0,-7.072274441561807
